text,intent
"ninu ninu ninu, mobil ambulan dihadang para pejabat negara prindapan yang lewat, ninu ninu ninu para petani di ladang dihajar kebingungan karena ppkm darurat.",1.0
<USERNAME> emang semua negara ada riziq krn hampir semua negara kena pandemi,4.0
ngebayangin kl gaada corona  skrg ada jadwal konser bangtan  yg dimana posisinya abis dpt no  <NUM> at bb hot <NUM>  trs pas nanti malem konsernya ngajakin army di konser buat dance ptd brg²  satu stadium rame bgt pkkny  ,4.0
<USERNAME> terbelenggu target pertumbuhan ekonomi  terkapar di penanganan pandemi ,3.0
<USERNAME> males bgt  gak bermaksud jahat yah  tapi mereka yg kena covid  coba liat ig sebelumnya  dateng ke nikahan sodara lalu foto gak pake masker  jalanlah ke bali atau bajo  eh pas kena nyalahin covidnya dan bilang sakitku qadarullah dan semoga menjadi peluntur dosaku  diihh malesin,0.0
<USERNAME> jangan bacot pandemi terkendali tapi bacotlah covid itu g ada maka kamu akan di bela banyak orang gitu ya,4.0
rasulullah aja ngasih anjuran ga usah keluar rumah dan sholat di rumah saat lagi ada pandemi besar di zamannya  dan ga ada tuh dikatain lebih takut sama penyakit daripada sama allah sama umatnya   ,0.0
<USERNAME> kenapa gak fokus vaksin saja ya  cc  bpk <USERNAME>,3.0
"@kafara666 @ruliemaulana Nih pernyataan dari Fahrettin Koca, dia bilang vaksin inaktif itu merupakan vaksin paling aman. 

https://t.co/pyd4eI5k7g",3.0
  dips  covid kapan hilang  gamau lagi kehilangan orang tersayang,4.0
walikota padang menyatakan bahwa dirinya akan segera mengeluarkan surat edaran tentang pembatasan kegiatan masyarakat selama pemberlakuan ppkm darurat yang akan berlangsung efektif berlaku mulai <NUM> juli lusa  mall dan supermarket masih di ijinkan buka sampai pukul <NUM> malam,3.0
masih banyak yg bilang covid hoax  mereka belum merasakan akibat kena covid  sakit cuukkkkk,4.0
<USERNAME> <USERNAME> p  <USERNAME> kebanyakan nonton sinetron sampe gk tau awal mula cerita vaksin gotong royong  ayo pak mundur saja  pulang ke madura  anda itu sdh sngat teledor ngurus negara,1.0
kodam xviii  kasuari terus laksanakan serbuan vaksin covid  <NUM> <URL>,3.0
serahkan kendali penanganan covid ke pak <USERNAME>  <URL>,4.0
sampaikan protokol kesehatan di tengah ppkm  patroli brimob kaltim sambangi jalan cokro samarinda seberang <URL>,3.0
si ruhut kuping situmpul moga kena covid delta ataw lambda  <URL>,4.0
@Beritasatu Covid urusin noooh... https://t.co/53rtLeAfOu,4.0
<USERNAME> mau vaksin gue fi,4.0
bakti sosial berbagi dalam ppkm darurat   wujud polri dalam kepedulian kepada masyarakat dengan bebagi di masa pandemi covid   <NUM>   semoga dapat sedikit meringankan kebutuhan ekonomi masyarakat  bagi yang terdampak ppkm darurat     <URL>,3.0
trending topic gantipresiden  mayoritas tak puas dengan penanganan covid  <NUM> <URL> lewat <USERNAME>,3.0
<USERNAME> <USERNAME> <USERNAME> pandemi tangkep menagkep  oleh aparat  ,4.0
Ivermectin Dapat izin Penggunaan Darurat Dari  BPOM Untuk Obat Terapi Covid https://t.co/VSR1TddGLx,4.0
@panca66 @msaid_didu Gapapa kan dapat cuan dari jualan vaksin ke rakyatnya.,4.0
"KASUS COVID-19 MELONJAK, RUTAN KUDUS SOSIALISASIKAN PERPANJANGAN ASIMILASI DI RUMAH

https://t.co/qDm9oce1I2 https://t.co/sH9cy6d4dR",4.0
<USERNAME> tak payah nk main politik lah di saat mcm nie  tnggu kes covid nie reda lh bru korng berpolitik  politik smpai kiamat pn lantak korng lh  rakyat dh muak dgnr smua nie,4.0
Covid ngajarin kita kalo gamau sakit ya jangan deket deket,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> yang bikin masha bingung  kok makin lama makin aneh  orang islam kan pedomannya al  qur  an  ngapa harus ngikutin ulama juga  pendapat ulama kan berbeda  beda  pendapat sahabat nabi aja beda  beda  justru karena pendapat ulama itu  jadi bikin masha bingung  inti ajarannya dimana  ,0.0
langkah pemerintah untuk menerapkan ppkm darurat dinilai sudah tepat  yuk disiplin ppkm <URL>,4.0
menteri luhut minta maaf  ppkm darurat belum optimal  <USERNAME>   <URL>,3.0
<USERNAME> kalau ada keluarga dia kena covid mesti dia jaga kt rumah kan  pastu kalau sesak nafas dia guna apa wey  cpr boleh cover kaa  ,4.0
info polri ppkm darurat sesuai inmendagri <NUM>  tahun <NUM>  dimana resepsi pernikahan dihadiri maksimal <NUM>  tiga puluh  orang dengan kesehatan secara lebih ketat dan tidak menerapkan makan ditempat resepsi  <USERNAME> <USERNAME>    <URL>,3.0
halah   kau sudah minta maaf karena gak becus urus pandemi covid  gak usah ngebacot lagi  mundur saja  <URL>,1.0
"Otonomi Khusus atau Otsus bagi Provinsi Papua merupakan kewenangan khusus yang diberikan pemerintah demi mengatur dan mengurus kepentingan masyarakat Papua berdasarkan hak-hak mereka. 
PPKM Rakyat Sehat https://t.co/PW7oSVzG2u",4.0
"Waktu setting koneksi wifi ketua acaranya, w sempet liat dia kerja di rumah sakit Omni dan cerita udah gak pernah ke kantor 4 bulan ini selalu di lapangan handle vaksin. Mantap bu! Tetap semangat kalian semua petugas medis 🔥",1.0
"Akan tiba saatnya dimana tiap bangun tidur, kukan kecup keningmu sebelum kamu heuay yang calangapnya seperti kudanil yang lagi hamil itu.

Maylep ❤😘

•••
Kamis Pagi
Satpol PP
Viralkan
PPKM",1.0
Semakin Khawatir dg penyebaran Corona,3.0
<USERNAME> eh tp nder ini kan ppkm gmn sih,4.0
hadeuh  sabar yuk besok ppkm terakhir  moga gaada perpanjangan yg jdi hambatan lainnya,4.0
<USERNAME>   ya allah  covid emg lg mengganas bgt yo  let  s fight this virus  get well soon meee  syafakillah  semoga pandemi sgr berlalu,4.0
"@gxgacc Maksud sender resiko kematian? Kalau untuk resiko paparan hampir sama ya, meskipun komorbid lebih dari satu penyakit pun kalau mereka patuh terhadap pelindung diri insyallah juga minim paparan.

Untuk data bisa di akses di web satgas aja:
https://t.co/U4T43IPMel",3.0
<USERNAME> bagi anak di bawah <NUM>   dua belas  tahun yang belum divaksin  tidak disarankan untuk bepergian selama periode ppkm darurat  silakan kunjungi <URL> untuk informasi terkait dokumen yang dibutuhkan untuk terbang  terima kasih  ,0.0
nunggu seat vaksin lama bgt kyk nunggu jodoh ,4.0
barusan sholat ied jam <NUM>  <NUM> sengaja pagi karena pandemi gini suratnya juga tadi surat pendek yang bener  pendek khotbah pun pendek ini baru pulang alhamdulilahnya sepi di masjid ga rame dan jaga jarak,3.0
@cigsaftersholat @Catatan_ali7 Dipikir dari awal pandemi kagak sabar kali ya.....,4.0
@zarazettirazr Apa covid yang mengganas ini tidak ada kaitannya dengan VONIS IB HRS? Ummat jangan masak bodoh (dayus). Bala Allah turunkan jadi  merata karena semua pada DAYUS. Dayus itu adalah dosa. Masak bala sebegini hebat tidak ada campur tangan Allah? Kita masih ada iman atau sudah lepas?,0.0
rangurang yg ngomong covid konspirasi pas tak minta tolong belikan ini itu huat isoman bilang   wah lha loro opo  nek covid wedi aku  hehehe  what a fam ,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> betawi tulen doong  di kampung gw jg banyak yg ndableg  tapi begitu ada yg meninggal gegara covid mereka mulai pake masker  aparat jumlah nya terbatas makanya di umum kan lewat berbagai media soal  prokes ppkm dgn harapan di patuhi,4.0
<USERNAME> bukan provider si kuning mbak  ppkm ni buat hadiah lama bangat datangnya  akun ini gapake ikutan ga dollar mbak  ,4.0
pada akhirnya negara memperjual  belikan vaksin melalui bumn,3.0
padahal gabisa dong kalo dokter ga aware sama kebijakan  apalagi ini pandemi  adanya ilmu kesehatan masyarakat tuh salah satu fungsinya ya buat mantengin hal  hal yang kaya gini  <URL>,3.0
<USERNAME> cari aja nih dosen terus tularin covid biar dia rasain  gedek sombong banget nih orang,4.0
jalin kemanusiaan di tengah pandemi covid  kasubbaghumas polres pati bagikan bansos kepada pedagang kaki lima  selalu jaga kesehatan  jangan sampai tertular   amp  jaga keluarga kita   <URL>,3.0
kota malang resmi masuk dalam kategori    hal tersebut diumumkan hari ini rabu   <NUM>  <NUM>  secara peraturan  tidak ada perbedaan signifikan dengan  yg telah berakhir  termasuk syarat perjalanan masuk   amp  keluar     <USERNAME>  <URL>,3.0
lho kok pesut buka fak  gajelas anying satgas covid ni,4.0
karena tubuh penuh dengan ratjoen  ratjoen obatan covid  nyobain detox ah <URL>,4.0
alih status pegawai kpk menjadi asn merupakan amanat undang  undang  ppkm sudah tepat <URL>,3.0
<USERNAME> <USERNAME> sama aja kok   ini buat yg ga sabar antri aja kelamaan ga dpt vaksin,3.0
"Gtw knapa bawaan nya Lagi PPKM pingin peluk kamu mulu
#PPKMDiRumahSaja #PPKMdaruratDemiRakyat",4.0
@sbyfess Jangan jadi orang yang ga enakan ya nder. Jaga diri dan keluarga. Corona masih ada. 😊,2.0
<USERNAME> morning fiii  nggaa deh kayanya  kasus covid di dom ku naik  hv a nice day too ,4.0
bawaslu kota bogor mengikuti rakor kinerja bawaslu kab  kota se  jawa barat di masa pandemi covid  <NUM> yg diselenggarakan <USERNAME>      <NUM>  <NUM>  <URL>,3.0
fighting!!! pagi ini jadi relawan vaksin 😌🖤,3.0
<USERNAME> owkay kaaa alhamdulillah udah dapet mahh shsh ohh iya mungkin maksudnya tahap itu buat tahap dosis pemberian vaksin ya bukan tahap sasaran vaksinasi beneran rancu banyak istilah yang penggunaannya sama tapi artinya beda,0.0
spotted  ngomong covid bahaya covid bahaya tapi sendirinya abis liburan di bali  <URL>,4.0
dialog produktif semangat selasa  tekan kasus covid  <NUM>  ppkm darurat diperluas <URL>,3.0
senin lalu waktu ngurus izin keluar rs  aku dan abi ketemu temen kerja abi yg baru pensiun di selasar igd  bapak ini nemenin istrinya yang positif covid  blm dpt kamar  dan butuh penunjang oksigen  nafas istri nya bener² tersengal dan buat ngomong minta air aja susah banget  ,3.0
"Jangan sombong gaes, Covid tuh ga kenal usia, gender, jabatan atau lokasi... Apapun itu, siapapun bisa terkena.. Jangan sombong!",2.0
<USERNAME> izin bertanya bang  itu yang di bandara apakah masih ada kegiatan vaksinasi  di tempat saya sangat susah mencari vaksin tahap pertama karena sedang ppkm  saya pengen terbang ke jakarta mau ujian masuk universitas  jadi harus di vaksin dulu  rencana nya saya mau vaksin di bandara,3.0
dimaklumkan  lebih <NUM> jenazah pesakit covid  <NUM> dikebumikan di tanah perkuburan tersebut sejak wabak pandemik itu melanda negara pada tahun lalu  <URL>,3.0
selamat hari raya idul adha mohon maaf lahir dan batin semoga berbahagia walau situasi pandemi,4.0
betul  jangan terus jump the gun salahkan pihak yang lain  padahal banyak pihak boleh terlibat  lebih² lagi wad covid yg ceitical  mmg x da masa nak tgk barangan apa yang patient tertinggal <URL>,4.0
maskeran atau enggak tetep saja bisa kena covid   kok aku masih maskeran juga  karena kena covid itu soal nasib kalo maskeran soal martabat  ,3.0
<USERNAME> <USERNAME> mslhnya ini hrs ada kelulusan dr who  mungkin ini menyangkut uu kesehatan dunia  bknkh normalbaru akan datang mau pergi mana hrs bervaksin yg telah diluluskn who  jd kl pingin vaksin nusantara lolos hrs bersaing qualiti n trs di ujiklinis who dulu  ,0.0
<USERNAME> halo pak <USERNAME>   saya warga bekasi yang berburu vaksin  ada kendala apa ya  sehingga vaksin sulit didapat  ,3.0
<USERNAME> lah dulu kata pak mahfud md katanya covid emang gak ada kan di indonesia  ,4.0
<USERNAME> <USERNAME> loh kerjaan bin  aparat penegak hukum belum bisa tangkap ini orang  bin alih fungsi lancarkan vaksin di masyarakat  dia masih ngehina orang islam  luar biasa bebas merdeka  ,1.0
ah sudahlah  lama lama muak juga lihat berita di media bukannya kasih berita yang positif ttg covid ini malah ngerinya aja yang ditampilkan  ,3.0
masih tak dapat tarikh vaksin  cpt laaa  kalau boleh nak la dpt sementara tgh wfh ni  ,4.0
makanya jangan pesan vaksin kalau ternyata ga semua perusahaan ikutan vaksin gotong royong  akhirnya kan harus dijual ke individu karena vaksin ada kadaluarsanya  sudah dari awal dikritisi masih sok pede  sekarang jokowi jadi sasaran tembak  kalian enak aja  ,1.0
cara orang kaya bantu pemerintah utk hadapi covid  nggak harus jual vaksin toh  kalau sdh jadi bisnis mah  pola nya otomatis beda  semua juga milih yg gratis kalau ada  ya pasti beli kalau gak ada  siapa yg gak takut mati  tapi soal bantu  hidup prokes ketat jg sudh bantu  <URL>,1.0
<USERNAME> mudah mudahan kena covid,4.0
PPKM - Pelan Pelan Kalau Makan,4.0
ibu covid bergejala  alhamdulillah di minggu kedua kedua indra mulai aktif  ayah sudah vaksin lengkap  dua hari yang lalu terkonfirmasi positif  alhamdulillah beliau hanya bergejala ringan seperti batuk  vaksin sebagai bentuk ikhtiar meredakan wabah ini  jangan takut divaksin  ,3.0
mari bersama cegah covid  <NUM> dengan tetap menerapkan protokol kesehatan dimanapun anda berada  <USERNAME>     <URL>,3.0
<USERNAME> setuju katanya vaksin mencegah  dan masker harga mati kenapa ditakuti  ,4.0
<USERNAME> <USERNAME> <USERNAME> orang colomadu disuruh sabar dl   tiap ada link daftar vaksin tanpa melihat domisili  sll kehabisan kuota  padahal udh gercep buka link  nya,3.0
<USERNAME> <USERNAME> <USERNAME> selamat pagi pak  sy salah satu karyawan swasta yg bergerak dibidang perkebunan di kaltim  sebelum ppkm diterapkan  sy melaksanakan cuti tahunan   pulang kampung  ke sumut  sekarang masa cuti sy sudah mau habis  rencananya mau kembali ke samarinda  ,3.0
<USERNAME> maaf kak  titip ya donasi   bca  <NUM> an  dede mayantika untuk anggita yg masih butuh perawatan  bapak nya cuma skedar kuli bangunan  sampe sekarang belum kerja di tambah situasi pandemi gini  mohon sedikit bantuan y   do  a serta retweet y ya kak <URL>,4.0
tanda tanda kena corona gimana ya  teman udah panas batuk dan skrg uda gak bisa nyium bauan  kalo mulut rasanya pahit  ini corona gak  ,4.0
"@alyngcavalera @midiahn Ppkm darurat g dikasih uang, lokdon dikasih uang cmiiw",0.0
hari ini aku mau vaksin  degdeg an hshshs,3.0
Kondisi PPKM saat ini benar2 membuat berpikir ekstra,0.0
perasaan tahun kemaren pandemi  skrg pandemi lagi <USERNAME> <URL>,4.0
ini lho suplemen tambahan utk daya tahan tubuh selama pandemi <USERNAME> <URL>,3.0
turut berduka cita atas meninggalnya bupati bekasi lihat berita bnyak warga yg dtg dan turut berduka  pak bupati sanvat dicintai warganya  smoga kluarga yg ditinggalkan diberikan kekuatan dan ketabahan oleh tuhan yme  buat tmn tetap jaga prokes m  vaksin  ikuti ppkm darurat  <URL>,3.0
berantas kkb di papua <URL> ppkm pulihkan negeri,3.0
<USERNAME> hihihi gemoyyy pisannn  kapan yaa huhu  ppkm teross bikin kangen  jadi mau nangis teros ,4.0
<USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> ditanyain keluhannya apa gitu ya kak  maaf nanya mulu soalnya mau vaksin tapi takut,4.0
<USERNAME> kyanya ak kmrn gbwa surat vaksin <NUM> deh  cmn blg aja mau vaksin ke <NUM>  kl gslh inget ya,4.0
judul  uji imunitas sebelum terpapar guna memahami probabilitas kematian akibat covid  ,3.0
<USERNAME> <USERNAME> trus klo rumah sakitnya udah ada emang nakesnya udah siap  untuk jadi dokter spesialis aja butuh waktu lama loh  gabisa mas perawat yang baru lulus disuruh handle pasien korona  pikir deh bang ppkm di jalankan aja yang positif nambah terus  saran yaa sebelum ngetik dipikir dulu  ,0.0
maaf ya bukannya gmna  tapi skrng covid dah gila  makin parah  gw dah pernah kehilangan <NUM> keluarga karna covid dan gamau lagi  orang rumah ada penyakit bawaan  makanya gw sebisa mngkin ngehindar dari kerumunan  gt  eh ternyata ngambil nomor antrian vaksin pun seperti itu  ,0.0
ppkm  para penjual kopi mumet,4.0
libur corona dr <NUM> maret <NUM> smpe skrg bearti <NUM> hari uang jajan sehari ribu <NUM> × <NUM>  <NUM>   <NUM>  <NUM>  <NUM>  ya allah rugi bandar aku,3.0
  semua harus all in one  termasuk masyarakat juga  mohon taati semua aturan ppkm darurat demi keselamatan bersama  ” tambah gubernur khofifah,3.0
<USERNAME> <USERNAME> ini dah diamalkan kat malaysia  kat kuching museum free  mmg selalu juga pergi situ kalau x da buat apa just skrg ni covid,4.0
degan mau vaksin,4.0
sodara aku meninggal di vaksin aku dikabarin tdi  yallah baru aja kemaren berduka ini lagi,4.0
<USERNAME> pkkm memberi saya kesempatan kpd sy nonton satpol pp memukul wanita hamil terima kasih ppkm  ,4.0
padahal abis ppkm mau ke angkringannya pak panut <URL>,4.0
pemerintah terus berupaya menyeimbangkan kepentingan pemulihan kesehatan dan pemulihan ekonomi masyarakat di masa pandemi  <URL>,3.0
@harapanpejalan @Dennysiregar7 52.000.000 udah Di vaksin dan gratis,4.0
gambar lama je la pon ada  ni masalah bila tak banyak gambar sensorang  so kita reuse sampai covid hilang,4.0
"Dengar-dengar bansos PPKM sebesar 300 - 500rb per kepala keluarga. Ada rencana PPKM diperpanjang hingga 6 minggu.

500.000 dibagi 42 hari = sekitar Rp 11.900/hari .

Satu keluarga, paling sedikit 3 orang (ayah, ibu, anak). 11.900 dibagi 3 = Rp 3.900 per kepala.",3.0
<USERNAME> thanks de  istri gw baru melahirkan <NUM> minggu yg lalu dan di tengah gelombang covid yg meningkat itu stress bgt  udah kontraksi sakit bgt pas dibawa ke rs eh ga bisa langsung ditangani harus swab dulu  nunggu swab   amp  hasilnya di tengah kontraksi tuh penderitaan bgt  ,3.0
<USERNAME> ini masih ppkm  kemarin aku pesen buku gitu kokk  lamaaa  sampe lupa klo beli ,4.0
mimpi di vaksin kedua   saking gasabarnya nunggu tgl <NUM>,4.0
<USERNAME> sy sdh vaksin tgl <NUM> juli  tp blm dpt sms sertipikat vaksin  sdh download apk ny jg sertipikat gk mncul   solusinya gimana  ,3.0
<USERNAME> emang ngak ada yg bilang vaksin itu bikin kita terhindar dari covid  lucu nih mbaknya wkwkw      coba baca jurnal dari pakar jg jadi ngak asal share tanpa ngerti aapa yg diomongin  tipe suka nelen mentah penyebar hoax ,0.0
<USERNAME> noted bro  sabar menunggu sih  walau sbnrnya ada kesempatan  ngrasa ga masuk bracket usia   amp  profesi yg urgent   amp  essential tea  smbl berharap yg belakangan dpt vaksin yg sdh cover varian baru  ,3.0
<USERNAME> sy juga minta maaf  daftar vaksin susah smpe males dadtar lagi,4.0
<USERNAME> mas riz  kalau ada permintaan pemakaman protokol covid hari ini di jl  selorejo malang   titip nggih   itu masih saudara saya ,4.0
zoom meeting dgn bupati sampang bersama <NUM> kepala desa  satgas covid  <NUM> kec  kedungdung  <USERNAME>  <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME> <USERNAME>  <USERNAME>  <USERNAME> <USERNAME> <URL>,3.0
dalam rangka ppkm darurat di wilayah boyolali  diberitahukan kepada masyarakat yang melintas di wilayah boyolali  pemkab boyolali  tni polri dan instansi terkait akan memberlakukan penutupan  pengalihan arus untuk sementara mulai besok  jumat   <NUM>  <NUM>  <NUM>  … <URL> <URL>,3.0
